ID,SampleID,SampleType,Specimen type,Type,Read count,Corynebacterium,Kocuria,Micrococcus,Friedmanniella,Cutibacterium,Deinococcus,Staphylococcus,Streptococcus,Finegoldia,Paracoccus,Acinetobacter,Moraxella,Pseudomonas,Aureobasidium,Parastagonospora,Aspergillus,Botrytis,Hebeloma,Serpula,Postia,Grifola,Fomitiporia,Escherichia,Klebsiella,Coprinopsis,Ganoderma,Wolfiporia,Pestalotiopsis,Prevotella,Veillonella,Malassezia,Methylibium,Stereum,Heterobasidion,Trametes,Trichoderma,Schizophyllum,Dichomitus,Others
109,HMSP1670,Outdoor air,Sample,Samples,10386,0.211823609,0.11554015,0.134796842,0,0.019256692,0,0.096283459,0,0,0.336992105,0.27922203,0.27922203,0.028885038,0,0,0.086655113,0,0,2.060466012,3.273637589,3.937993453,0,0,0,2.984787214,2.214519546,2.349316387,0,0,0,0.327363759,0,0,0,2.55151165,0,24.51376853,21.28827267,32.90968612
110,HMSP1671,Surface,Sample,Samples,8542,4.694450948,1.170686022,1.533598689,0,0.620463592,2.868180754,11.57808476,1.674081011,0.632170452,5.022243034,6.532428003,3.617419808,4.015453055,0,0,2.821353313,0,0,0,0.257550925,0.316085226,0.52680871,2.470147506,8.897213767,0.374619527,0.245844065,0.234137204,1.393116366,0.292671506,0.035120581,3.254507141,0,0,0,0.280964645,0,1.557012409,1.557012409,31.52657457
111,HMSP1679,Indoor air,Sample,Samples,11910,0.058774139,0.041981528,0.075566751,0,0.159529807,0.016792611,0.033585223,0.050377834,0,0.125944584,0.151133501,0.041981528,0.26868178,0,0,0.554156171,0,0,1.738035264,2.989084803,4.08900084,0,0,0,2.157850546,1.460957179,0,0,0.025188917,0,0.478589421,0,0,0,1.931150294,0.100755668,61.84718724,18.16120907,3.442485301
112,HMSP1680,Outdoor air,Sample,Samples,11085,0.072169599,0.0090212,0.072169599,0,0.081190798,0,0.036084799,0,0,0.117275598,0.126296797,0.036084799,0.045105999,0,0,0.135317997,0,0,1.849345963,3.085250338,4.573748309,0,0,0,2.074875959,1.623815968,1.930536761,0,0,0,0.306720794,0,0,0,2.056833559,0,61.09156518,17.98827244,2.688317544
113,HMSP1681,Surface,Sample,Samples,15311,0.372281366,0.058781268,0.313500098,0,0.973156554,0.176343805,0.267781334,0.222062569,0.019593756,0.92743779,0.378812618,0.333093854,0.57475018,0,0,3.219907256,0,0,0,0.450656391,0.522500163,0.581281432,0.359218862,0.346156358,0.202468813,0.476781399,0.300437594,0.241656326,0,0.013062504,4.245313827,0,0,0,0.25471883,0,1.502187969,3.095813467,79.57024362
114,HMSP1683,Surface,Sample,Samples,10580,0.84120983,0.264650284,0.548204159,0,1.947069943,0.198487713,0.775047259,0.831758034,0.094517958,1.68241966,1.465028355,0.529300567,1.597353497,0,0,1.824196597,0,0,0,1.767485822,2.381852552,2.693761815,0.61436673,1.011342155,2.948960302,1.625708885,1.06805293,0.973534972,0.056710775,0,4.376181474,0,0,0,1.493383743,0,40.6805293,10.2268431,15.48204159
115,HMSP1768,Indoor air,Sample,Samples,9660,0.207039337,0.082815735,0.186335404,0,0.031055901,0.476190476,0.020703934,0.082815735,0,0.134575569,0.16563147,0.134575569,0.175983437,0,0,0.341614907,0,0,2.795031056,4.523809524,6.252587992,0,0,0,2.18426501,2.639751553,0,0,0,0,1.221532091,0,0,0,3.467908903,0.041407867,46.22153209,24.32712215,4.28571429
116,HMSP1769,Outdoor air,Sample,Samples,9602,0.666527807,0.249947928,0.3436784,0,0.031243491,0,0.093730473,0,0,0.468652364,0.604040825,0.729014789,0.083315976,0,0,0.052072485,0,0,2.197458863,4.499062695,5.936263278,0,0,0,1.957925432,3.072276609,3.113934597,0,0,0,1.739220996,0,0,0,3.322224537,0,40.25203083,27.15059363,3.436783995
117,HMSP1770,Surface,Sample,Samples,12071,5.417943832,1.615441968,5.72446359,0,0.314804076,20.41255903,2.39416784,1.938530362,0.22367658,3.55397233,2.327893298,3.40485461,3.529119377,0,0,2.642697374,0,0,0,0.057990225,0.173970674,0.165686356,1.358628117,1.176373126,0.273382487,0.099411813,0.066274542,0.679314058,0.14911772,0.033137271,13.88451661,0,0,0,0.049705907,0,0.886422003,0.646176787,26.79976804
118,HMSP1793,Indoor air,Sample,Samples,7716,0.34992224,0.038880249,0.051840332,0,0.116640747,2.151373769,0.738724728,0.064800415,0,0.388802488,1.568170036,0.22032141,0.324002074,0,0,0.855365474,0,0,2.838258165,5.171073095,7.089165371,0,0,0,2.967858994,3.641783307,0,0,0,0,1.477449456,0,0,0,4.704510109,0.116640747,25.01296008,33.30741317,6.804043544
119,HMSP1794,Outdoor air,Sample,Samples,7045,0.028388928,0.014194464,0.070972321,0,0.085166785,0,0.141944642,0,0,0.141944642,1.77430802,0.141944642,0.141944642,0,0,0.411639461,0,0,2.853087296,4.911284599,7.395315827,0,0,0,2.995031938,4.059616749,4.059616749,0,0,0,0.269694819,0,0,0,4.953867991,0,26.20298084,35.81263307,3.534421575
120,HMSP1795,Surface,Sample,Samples,8698,5.449528627,0.264428604,1.287652334,0,1.460105771,12.33616923,2.287882272,0.770292021,1.448608876,8.78362842,4.035410439,4.426304898,1.356633709,0,0,1.782018855,0,0,0,0.402391354,0.528857209,0.839273396,3.874453897,3.391584272,2.253391584,0.41388825,0.172453438,1.046217521,0.034490688,0.011496896,9.277994941,0,0,0,0.333409979,0,3.449068751,3.265118418,25.01724535
121,HMSP1803,Indoor air,Sample,Samples,9604,10.24573095,1.572261558,2.405247813,0,0.208246564,6.58059142,0.354019159,0.426905456,0,3.082049146,0.270720533,1.509787589,0.177009579,0,0,0.655976676,0,0,2.717617659,3.69637651,5.643481883,0,0,0,2.165764265,2.738442316,0,0,0.010412328,0,5.549770929,0,0,0,3.206997085,0.083298626,9.183673469,21.7513536,15.76426489
122,HMSP1804,Outdoor air,Sample,Samples,7302,0.917556834,0.013694878,0.410846343,0,0.095864147,0,0.164338537,0,0,0.465625856,0.383456587,0.232812928,0.109559025,0,0,0.082169269,0,0,3.834565872,6.025746371,8.011503698,0,0,0,4.327581485,5.258833196,4.272801972,0,0,0,0.629964393,0,0,0,5.765543687,0,14.94111202,39.24952068,4.806902222
123,HMSP1805,Surface,Sample,Samples,15534,9.076863654,1.763872795,2.864683919,0,0.386249517,21.23728595,1.956997554,0.843311446,0.424874469,2.17587228,0.881936398,2.53637183,0.643749195,0,0,0.733874083,0,0,0,0.688811639,0.991373761,1.71237286,0.630874211,1.371185786,1.802497747,0.650186687,0.637311703,0.366937041,0.038624952,0.012874984,4.718681602,0,0,0,0.617999228,0,8.870863911,3.675807905,27.68765289
124,HMSP1831,Indoor air,Sample,Samples,9208,0.141181581,0.054300608,0.06516073,0,0.086880973,0.141181581,1.390095569,0.021720243,0,0.141181581,1.650738488,0.108601216,0.173761946,0,0,1.086012163,0,0,3.040834057,4.300608167,5.636403128,0,0,0,3.605560382,2.573848827,0,0,0,0,0.890529974,0,0,0,2.812771503,0.06516073,49.76107732,15.54083406,6.711555173
125,HMSP1832,Outdoor air,Sample,Samples,9535,0.010487677,0.010487677,0.031463031,0,0.041950708,0,0.094389093,0,0,0.146827478,1.845831148,0,0.052438385,0,0,0.55584688,0,0,2.653382276,3.765076036,5.159937074,0,0,0,4.331410593,2.370214997,2.443628736,0,0,0,0.20975354,0,0,0,2.747771369,0,49.51232302,14.91347666,9.103303622
126,HMSP1833,Surface,Sample,Samples,9047,0.232121145,0.121587266,0.132640654,0,0.077373715,0.110533879,0.585829557,0.066320327,0.044213551,0.276334697,0.751630375,0.121587266,0.342655024,0,0,1.282192992,0,0,0,3.492870565,4.100806897,6.543605615,0.442135515,1.182712501,2.332264839,2.387531778,1.901182713,1.083232011,0.011053388,0,0.641096496,0,0,0,2.940201172,0,45.77207914,18.53653145,4.487675472
127,HMSP1836,Indoor air,Sample,Samples,8094,1.297257228,0.086483815,0.123548307,0,0.444773907,1.321966889,1.309612058,0.358290091,0,0.1606128,1.927353595,0.148257969,0.247096615,0,0,1.630837658,0,0,2.915740054,4.595997035,5.893254262,0,0,0,2.372127502,1.791450457,0,0,0.024709661,0,3.657029899,0,0,0,2.804546578,0.098838646,48.99925871,12.56486286,5.226093404
128,HMSP1837,Outdoor air,Sample,Samples,8200,0.024390244,0,0.073170732,0,0.036585366,0,0.414634146,0,0,0.06097561,5.768292683,0.012195122,0.170731707,0,0,0.182926829,0,0,2.670731707,3.756097561,5.37804878,0,0,0,2.743902439,1.756097561,2.743902439,0,0,0,0.146341463,0,0,0,2.914634146,0,53.70731707,13.65853659,3.780487805
129,HMSP1838,Surface,Sample,Samples,3420,0.584795322,0.321637427,0.058479532,0,0.14619883,0.058479532,0.233918129,0.087719298,0.029239766,0.263157895,0.175438596,3.040935673,0.81871345,0,0,5.994152047,0,0,0,0.116959064,0.087719298,0.292397661,0.292397661,0.204678363,0.467836257,0.14619883,0.204678363,2.16374269,0,0,0.467836257,0,0,0,0.14619883,0,0.14619883,0.497076023,82.95321638
130,HMSP1869,Indoor air,Sample,Samples,8117,0.3819145,0.098558581,0.123198226,0,0.061599113,0.04927929,0.110878403,0.061599113,0,0.542072194,0.197117162,0.098558581,0.28335592,0,0,0.554392017,0,0,2.291487003,4.164100037,5.408402119,0,0,0,1.94653197,2.27916718,0,0,0,0,0.702229888,0,0,0,3.671307133,0.184797339,55.05728718,18.01158063,3.720586421
131,HMSP1870,Outdoor air,Sample,Samples,9150,0.054644809,0.032786885,0.098360656,0,0.054644809,0,0.054644809,0,0,0.142076503,0.316939891,0.010928962,0.054644809,0,0,0.153005464,0,0,2.371584699,4,5.016393443,0,0,0,1.530054645,2.513661202,3.147540984,0,0,0,0.218579235,0,0,0,2.863387978,0,57.69398907,17.40983607,2.262295077
132,HMSP1874,Indoor air,Sample,Samples,7828,0.855901891,0.204394481,0.114971896,0,0.127746551,0.02554931,0.102197241,0.089422586,0,0.357690342,0.370464997,0.383239653,0.306591722,0,0,0.498211548,0,0,2.746550843,4.407256004,6.195707716,0,0,0,1.992846193,3.027593255,0,0,0,0,1.111394992,0,0,0,4.164537557,0.229943792,47.31732243,20.43944813,4.93101687
133,HMSP1875,Outdoor air,Sample,Samples,8553,1.636852566,0.631357418,0.409213142,0,0.806734479,0,1.110721384,0,0,0.54951479,1.215947621,0.98211154,0.046767216,0,0,0.093534432,0,0,2.350052613,3.998596984,5.2028528,0,0,0,1.823921431,1.975914884,2.876183795,0,0,0,6.103121712,0,0,0,3.1801707,0,46.06570794,15.66701742,3.273705133
134,HMSP1876,Surface,Sample,Samples,12864,1.407027363,0.551927861,0.062189055,0,0.435323383,0.069962687,0.450870647,0.132151741,0.116604478,0.256529851,0.489738806,0.629664179,0.318718905,0,0,1.212686567,0,0,0,0.101057214,0.054415423,0.069962687,0.20988806,0.264303483,0.139925373,0.054415423,0.124378109,0.326492537,0,0,2.269900498,0,0,0,0.062189055,0,0.147699005,0.349813433,89.69216418
135,HMSP1879,Indoor air,Sample,Samples,10124,1.876728566,1.422362702,3.378111418,0,0.306203082,0.07902015,0.444488345,1.017384433,0,1.244567365,0.493875938,0.316080601,0.938364283,0,0,2.528644804,0,0,0.651916239,1.382852627,1.856973528,0,0,0,0.87909917,1.195179771,0,0,0.059265113,0,4.01027262,0,0,0,1.264322402,0.187672857,60.39114974,6.983405768,7.092058478
136,HMSP1880,Outdoor air,Sample,Samples,7937,0.289782034,0.125992188,0.579564067,0,0.075595313,0,0.138591407,0,0,0.617361724,0.617361724,0.251984377,0.025198438,0,0,0.125992188,0,0,0.718155474,1.461509386,2.230061736,0,0,0,0.907143757,0.957540632,1.259921885,0,0,0,0.781151569,0,0,0,1.549703918,0,78.43013733,6.312208643,2.54504221
137,HMSP1881,Surface,Sample,Samples,7269,2.091071674,1.705874261,3.67313248,0,0.660338423,0.110056404,1.595817857,0.949236484,2.311184482,2.283670381,0.866694181,0.660338423,1.018021736,0,0,6.369514376,0,0,0,2.228642179,3.301692117,4.51231256,0.605310221,0.811665979,1.238134544,1.719631311,2.627596643,0.509010868,0.343926262,0,5.35149264,0,0,0,2.104828725,0,25.64314211,14.0597056,10.64795708
138,HMSP1883,Surface,Sample,Samples,12071,3.843923453,2.592991467,7.165934885,0,2.286471709,0.157402038,1.665147875,2.510148289,3.877060724,2.327893298,1.855687184,2.278187391,2.95750145,0,0,3.048628945,0,0,0,0.215392262,0.231960898,0.356225665,0.729019965,1.184657443,0.240245216,0.256813851,0.256813851,0.472206114,7.141081932,0.033137271,11.25010355,0,0,0,0.29823544,0,15.88932151,1.449755613,23.42805071
139,HMSP1885,Indoor air,Sample,Samples,10410,3.266090298,0.720461095,3.419788665,0,0.27857829,0.134486071,0.451488953,1.143131604,0,3.342939481,1.364073007,2.363112392,1.690682037,0,0,1.642651297,0,0,0.691642651,1.027857829,1.71950048,0,0,0,0.93179635,1.085494717,0,0,0.365033622,0,2.958693564,0,0,0,1.008645533,0.201729107,58.5975024,5.552353506,6.042267051
140,HMSP1886,Outdoor air,Sample,Samples,8390,4.231227652,0.119189511,0.84624553,0,0.166865316,0,0.309892729,0,0,3.37306317,1.299165673,0.679380215,0.023837902,0,0,0.202622169,0,0,1.108462455,1.287246722,2.097735399,0,0,0,1.430274136,1.382598331,1.430274136,0,0,0,1.847437426,0,0,0,1.644815256,0,65.05363528,7.711561383,3.754469609
141,HMSP1887,Surface,Sample,Samples,12985,3.111282249,1.355410089,3.103581055,0,0.654601463,0.053908356,3.419329996,2.63380824,0.400462072,7.177512514,5.745090489,3.28070851,7.739699653,0,0,1.52483635,0,0,0,1.37851367,2.033115133,2.680015402,1.116673084,1.470927994,0.893338467,1.185983827,2.002310358,0.400462072,2.156334232,0.007701194,5.013477089,0,0,0,1.594147093,0,15.78744705,7.400847131,14.67847517
142,HMSP1890,Indoor air,Sample,Samples,6860,0.481049563,0.408163265,0.437317784,0,0.247813411,0.160349854,9.475218659,0.087463557,0,0.379008746,11.16618076,0.349854227,0.437317784,0,0,1.020408163,0,0,3.032069971,4.664723032,7.011661808,0,0,0,2.244897959,4.693877551,0,0,0.029154519,0,3.673469388,0,0,0,4.825072886,0.189504373,1.95335277,36.38483965,6.64723032
143,HMSP1891,Outdoor air,Sample,Samples,5999,0.933488915,0.100016669,0.266711119,0,0.333388898,0,1.050175029,0,0,0.216702784,14.2523754,0.8168028,0.06667778,0,0,0.283380563,0,0,3.083847308,5.134189032,6.867811302,0,0,0,2.117019503,5.300883481,6.167694616,0,0,0,1.750291715,0,0,0,5.484247375,0,2.300383397,39.47324554,4.000666774
144,HMSP1892,Surface,Sample,Samples,7788,0.642013354,0.808936826,0.52645095,0,0.333846944,0.398048279,4.583975347,0.590652286,0.102722137,0.693374422,5.688238315,0.988700565,1.284026708,0,0,2.259887006,0,0,0,1.990241397,2.580893683,2.991782229,8.872624551,9.411915768,3.64663585,1.515151515,1.66923472,1.117103236,0.141242938,0.038520801,3.55675398,0,0,0,1.938880329,0,11.59476117,9.553158706,20.48022599
145,HMSP195,Indoor air,Sample,Samples,6948,0.14392631,0.057570524,0.417386298,0,0.187104203,0.187104203,0.129533679,0.316637881,0,0.431778929,0.287852619,0.14392631,0.374208405,0,0,2.274035694,0,0,4.217040875,7.469775475,10.63615429,0,0,0,3.180771445,6.66378814,0,0,0,0,1.871042026,0,0,0,7.54173863,0.158318941,5.051813472,44.15659182,4.101899831
146,HMSP196,Outdoor air,Sample,Samples,7240,0.027624309,0,0.069060773,0,0.055248619,0,0.041436464,0,0,0.055248619,0.345303867,0.082872928,0.055248619,0,0,0.124309392,0,0,3.729281768,7.306629834,11.3121547,0,0,0,3.383977901,7.859116022,5.069060773,0,0,0,0.290055249,0,0,0,8.591160221,0,4.627071823,43.95027624,3.024861879
147,HMSP198,Surface,Sample,Samples,7579,1.8735981,0.290275762,1.055548225,0,0.554162818,0.501385407,2.071513392,2.229845626,0.527774113,1.385407046,1.596516691,1.02915952,0.501385407,0,0,5.079825835,0,0,0,3.628447025,4.367330782,7.560364164,0.831244227,0.633328935,3.272199499,5.422879008,2.137485156,2.414566566,0.409024937,0.09236047,7.190922285,0,0,0,3.23261644,0,13.88045916,16.94154902,9.288824384
148,HSCA115,Indoor air,Sample,Samples,16774,2.503875045,4.411589364,11.86956003,0.256349112,12.53726005,0,14.11708597,1.067127698,2.593299153,0.005961607,0.10730893,0.131155359,0.661738405,0.262310719,0.208656254,1.335400024,0.005961607,0.06557768,0.262310719,0.292118755,0.214617861,0,0,0,0,0,0,0,0.035769643,0.34577322,12.43591272,0.011923214,2.044831287,3.129843806,4.483128651,0.005961607,0.333850006,0,24.2637415
149,HSCA116,Outdoor air,Sample,Samples,16647,3.051600889,4.22298312,13.42584249,0.336396948,12.04421217,0,13.81630324,0.901063255,2.823331531,0.060070884,0.138163032,0.132155944,0.408482009,0.168198474,0.186219739,1.609899682,0.012014177,0.078092149,0.210248093,0.348411125,0.246290623,0,0,0,0,0,0,0,0.018021265,0.384453655,12.10428305,0,2.210608518,3.099657596,5.256202319,0.012014177,0.33038986,0,22.36438999
150,HSCA126,Indoor air,Sample,Samples,17608,22.57496592,0.068150841,0.982507951,0.374829623,13.11335756,0,4.770558837,0.749659246,1.646978646,0.01703771,0.499772831,0.278282599,0.391867333,0.352112676,0.141980918,1.005224898,0.272603362,0.073830077,0.130622444,0.363471149,0.159018628,0,0,0,0,0,0,0,0.039754657,0.045433894,17.65674693,0,0.81213085,1.073375738,1.022262608,0.096547024,0.062471604,0,31.22444345
151,HSCA127,Outdoor air,Sample,Samples,1663,0.240529164,0,0.060132291,3.247143716,0.060132291,0,2.705953097,0.240529164,0,0,2.345159351,0,2.585688515,3.367408298,0.962116657,3.247143716,1.503307276,0.360793746,0.300661455,1.563439567,0.721587492,0,0,0,0,0,0,0,0,0,0.180396873,0,1.623571858,3.547805171,2.345159351,0.541190619,0.120264582,0,68.12988575
152,HSCA142,Indoor air,Sample,Samples,8696,21.25114995,0.482980681,0.471481141,1.195952162,9.360625575,0.01149954,4.910303588,0.2299908,1.931922723,0.06899724,0.20699172,0.08049678,0.551977921,0.827966881,0.14949402,2.207911684,1.069457222,0.528978841,0.735970561,1.276448942,0.885464581,0,0,0,0,0,0,0,0.367985281,0,8.613155474,0,7.566697332,5.600275989,5.485280589,0.1724931,0.344986201,0,23.41306348
153,HSCA143,Outdoor air,Sample,Samples,10108,3.11634349,0.089038385,0.346260388,0.336367234,0.65294816,0,0.534230313,0.059358924,0.197863079,0.019786308,0.059358924,0.039572616,0.267115156,0.405619311,0.395726157,3.581321725,0.8804907,1.177285319,2.087455481,3.947368421,2.364463791,0,0,0,0,0,0,0,0.029679462,0,1.325682628,0,17.50098932,19.85555995,20.12267511,0.237435694,0.781559161,0,19.58844479
154,HSCA145,Surface,Sample,Samples,9938,58.03984705,0.815053331,0.543368887,1.398671765,9.649828939,0.100623868,3.370899577,1.348359831,1.831354397,0,0,0,0,1.00623868,0.090561481,0,0.352183538,0,0,0,0,0.070436708,0,0,0,0,0,0,0,0,10.49506943,0,0.704367076,0.28174683,0.171060576,0,0,0,9.730328036
155,HSCA15,Indoor air,Sample,Samples,16032,3.74251497,0.01247505,0.056137725,0.349301397,5.289421158,0,1.634231537,0.848303393,0.779690619,0.0499002,0.0249501,0.01247505,0.168413174,0.960578842,0.548902196,0.773453094,3.249750499,0.941866267,1.085329341,6.736526946,1.946107784,0,0,0,0,0,0,0,0.043662675,0.03742515,11.73902196,0,1.291167665,31.30613772,1.578093812,0.106037924,0.318113772,0,24.37000998
156,HSCA16,Outdoor air,Sample,Samples,10982,0.036423238,0.018211619,0.018211619,0.910580951,0,0,0.072846476,0.018211619,0,0.045529048,0.027317429,0.00910581,0.200327809,0.992533236,1.247495902,1.229284283,5.763977418,2.039701329,2.267346567,6.656346749,3.769805136,0,0,0,0,0,0,0,0,0,0.236751047,0.00910581,1.975960663,43.31633582,2.258240758,0.127481333,0.728464761,0,26.02440357
157,HSCA18,Surface,Sample,Samples,3559,10.6771565,0.252880022,0.393368924,8.457431863,3.371733633,0.02809778,19.38746839,1.292497893,5.198089351,0,0,0,0,11.54818769,1.376791233,0,4.945209328,0,0,0,0,3.118853611,0,0,0,0,0,0,0.02809778,0,6.15341388,0,2.809778028,8.822703006,1.320595673,0,0,0,10.81764542
158,HSCA3,Indoor air,Sample,Samples,9852,17.0726756,0.182704019,0.101502233,0.619163622,6.465692245,0.020300447,2.263499797,0.456760049,1.918392205,0.020300447,0.172553796,0.203004466,0.314656922,1.248477467,0.223304913,0.578562728,1.065773447,1.400730816,2.598457166,3.674380836,3.116118555,0,0,0,0,0,0,0,0.020300447,0.050751117,4.516849371,0,11.59155501,5.379618352,7.998375964,0.12180268,1.13682501,0,25.46691027
159,HSCA34,Indoor air,Sample,Samples,10571,10.41528711,0.16081733,0.217576388,0.690568537,7.265159398,0,1.750070949,0.359474033,0.264875603,6.413773531,3.44338284,4.152871062,0.851385867,0.851385867,0.217576388,10.52880522,0.993283511,0.406773248,0.614889793,0.917604768,0.728407908,0,0,0,0,0,0,0,0.075678744,0.085138587,4.512345095,0.018919686,10.79368082,2.705515088,3.935294674,0.056759058,0.132437802,0,26.4402611
160,HSCA35,Outdoor air,Sample,Samples,7299,0.027401014,0,0.013700507,1.178243595,0.027401014,0,0.123304562,0.013700507,0,0,0.013700507,0,0.301411152,0.986436498,0.191807097,1.06863954,7.137964105,1.342649678,2.1783806,2.096177559,2.150979586,0,0,0,0,0,0,0,0.041101521,0.013700507,0.219208111,0,45.11576928,6.850253459,7.494177285,0.123304562,0.917933964,0,20.37265379
161,HSCA4,Outdoor air,Sample,Samples,7236,0.01381979,0,0,0,0.01381979,0,0.05527916,0.01381979,0,0,0,0.01381979,0.09673853,0.317855169,0.207296849,0.843007186,4.380873411,3.385848535,4.754007739,5.928689884,5.444997236,0,0,0,0,0,0,0,0,0,0.179657269,0,22.92703151,14.12382532,8.070757324,0.165837479,2.086788281,0,26.97622996
162,HSCA41,Indoor air,Sample,Samples,11490,10.20017406,0.034812881,0.060922541,0.104438642,0.44386423,0,1.201044386,0.069625762,2.515230635,0,0.087032202,1.853785901,0.234986945,0.200174064,0.01740644,0.45256745,0.069625762,2.375979112,3.63794604,3.020017406,3.707571802,0,0,0,0,0,0,0,0.93124456,0,4.691035683,0,12.56744996,5.395996519,21.14012185,0.034812881,1.38381201,0,23.56832028
163,HSCA42,Outdoor air,Sample,Samples,10892,0.00918105,0.018362101,0,0.064267352,0,0,0.055086302,0,0,0,0.027543151,0,0.100991553,0.183621006,0.073448402,0.394785163,0.58758722,2.423797282,2.726771943,3.185824458,3.580609622,0,0,0,0,0,0,0,0,0,0.28461256,0,28.25927286,14.6529563,21.59383033,0.091810503,1.854572163,0,19.83106868
164,HSCA56,Indoor air,Sample,Samples,8184,1.075268817,0.012218964,0.012218964,0.036656891,0.109970674,0,0.488758553,0.097751711,0.268817204,0,0.024437928,0.085532747,0.171065494,0.586510264,1.62512219,0.940860215,0.183284457,5.107526882,7.27028348,7.795698925,6.647116325,0,0,0,0,0,0,0,0.036656891,0,0.855327468,0,6.683773216,18.27956989,6.329423265,0.232160313,3.005865103,0,32.03812317
165,HSCA57,Outdoor air,Sample,Samples,7469,0.04016602,0.013388673,0.013388673,0.133886732,0,0.013388673,0.455214888,0.013388673,0,0.013388673,0.066943366,0,0.441826215,0.910429776,4.190654706,1.553086089,2.021689651,3.601553086,5.703574776,4.578926228,4.538760209,0,0,0,0,0,0,0,0,0,0.25438479,0,5.904404873,27.70116481,4.565537555,0.053554693,1.21836926,0,31.99892891
166,HSCA65,Indoor air,Sample,Samples,10405,3.969245555,0.019221528,0.019221528,0.201826045,1.086016338,0,6.631427198,0.124939933,0.442095147,0.028832292,0.096107641,0.04805382,0.384430562,0.538202787,4.296011533,0.624699664,0.134550697,2.412301778,3.671311869,3.757808746,3.959634791,0,0,0,0,0,0,0,0.269101394,0.009610764,4.718885151,0,11.60019222,11.48486305,13.22441134,0.028832292,1.345506968,0,24.87265737
167,HSCA66,Outdoor air,Sample,Samples,8511,0.023499001,0,0.011749501,0.293737516,0.035248502,0.011749501,0.36423452,0.011749501,0.011749501,0.035248502,0.117495006,0.011749501,0.798966044,1.245447068,9.481847022,1.139701563,0.516978028,2.596639643,3.348607684,2.761132652,3.019621666,0,0,0,0,0,0,0,0.011749501,0,0.199741511,0,13.34743273,14.89836682,6.72071437,0.117495006,0.892962049,0,37.97438609
168,HSCA7,Surface,Sample,Samples,4106,17.90063322,0.048709206,0.146127618,1.388212372,10.30199708,0.194836824,10.59425231,2.386751096,4.383828544,0,0,0,0,8.865075499,0.340964442,0,2.143205066,0,0,0,0,2.849488553,0,0,0,0,0,0,0,0,3.726254262,0,1.266439357,5.090112031,2.630297126,0,0,0,25.74281539
169,HSCA74,Indoor air,Sample,Samples,10049,3.562543537,0.228878495,0.208976018,0.935416459,0.477659469,0.009951239,2.567419644,0.348293363,0.358244601,0.288585929,0.378147079,0.308488407,1.164294955,0.885660265,3.662055926,2.099711414,0.228878495,1.4827346,2.089760175,2.089760175,2.408199821,0,0,0,0,0,0,0,0.019902478,0.039804956,7.055428401,0.029853717,12.58831725,10.3791422,10.36919096,0.129366106,0.786147875,0,32.81918599
170,HSCA75,Outdoor air,Sample,Samples,8835,2.999434069,0.373514431,0.203735144,1.267685342,0.543293718,0.011318619,3.225806452,0.52065648,0.350877193,0.249009621,0.203735144,0.350877193,1.086587436,0.803621958,3.972835314,1.68647425,0.407470289,1.279003962,1.958121109,1.980758347,2.139219015,0,0,0,0,0,0,0,0.079230334,0.147142049,6.508205999,0.011318619,12.21279004,9.903791737,9.960384833,0.113186191,0.758347482,0,34.69156763
171,HSCA88,Indoor air,Sample,Samples,5885,12.67629567,1.376380629,1.614273577,1.121495327,4.961767205,0.016992353,1.614273577,2.531860663,0.152931181,0.135938828,0.237892948,0.186915888,0.968564146,0.356839422,0.322854715,0.696686491,0.237892948,0.084961767,0.135938828,0.152931181,0.118946474,0,0,0,0,0,0,0,0.067969414,0.05097706,13.79779099,5.607476636,0.475785896,0.696686491,0.237892948,0.05097706,0.084961767,0,49.22684792
172,HSCA89,Outdoor air,Sample,Samples,4520,6.946902655,0.862831858,1.85840708,2.522123894,1.991150442,0.044247788,2.168141593,1.703539823,0.420353982,3.960176991,0.265486726,0.154867257,1.327433628,1.039823009,0.442477876,1.415929204,0.730088496,0.132743363,0.199115044,0.044247788,0.088495575,0,0,0,0,0,0,0,0.199115044,0.044247788,7.654867257,6.85840708,0.973451327,1.946902655,0.597345133,0.066371681,0.110619469,0,53.23008849
173,HSCA90,Surface,Sample,Samples,3414,6.326889279,2.694786175,0.556531927,3.690685413,1.874633861,0.029291154,22.93497364,1.405975395,0.234329233,0,0,0,0,7.322788518,5.008787346,0,1.962507323,0,0,0,0,6.47334505,0,0,0,0,0,0,0,0,6.268306971,0,8.933801992,8.904510838,3.368482718,0,0,0,12.00937317
174,HSCA91,Surface,Sample,Samples,4305,5.203252033,1.765389082,0.441347271,1.881533101,1.138211382,0.023228804,17.81649245,0.952380952,0.232288037,0,0,0,0,4.692218351,5.644599303,0,1.904761905,0,0,0,0,7.456445993,0,0,0,0,0,0,0,0,7.921022067,0,10.68524971,12.91521487,4.901277584,0,0,0,14.42508711
175,HSCA92,Surface,Sample,Samples,5355,4.985994398,1.213818861,0.485527544,1.400560224,1.792717087,0.018674136,11.39122316,0.933706816,0.429505135,0,0,0,0,3.174603175,3.193277311,0,1.736694678,0,0,0,0,8.795518207,0,0,0,0,0,0,0,0,11.0550887,0,11.98879552,19.14098973,4.967320261,0,0,0,13.29598506
